"";"NeighborhoodRaw";"ApartmentTypeRaw";"HouseType";"SquareMeters";"Price";"PricePerSquareMeters";"YearBuilt";"FloorRaw";"ElevatorRaw";"ConditionRaw";"EnergyClassificationRaw";"NeighborhoodKeys";"NeighborhoodFinalized";"ApartmentTypeUniformized";"NumberOfRooms";"SaunaDummy";"ownFloor";"maxFloor";"ElevatorDummy";"ConditionUnrecordedDummy";"ConditionAdequateDummy";"ConditionGoodDummy";"AgeOfTheBuilding";"EnergyClassificationLetterClass";"EnergyClassificationADummy";"EnergyClassificationBDummy";"EnergyClassificationCDummy";"EnergyClassificationDDummy";"EnergyClassificationEDummy";"EnergyClassificationFDummy";"EnergyClassificationUnrecordedDummy";"ownFloor.fixed";"TwoRoomsDummy";"ThreeRoomsDummy";"FourRoomsOrMoreDummy"
"766";"Punavuori";"2h+kk";"kt";48;370000;7708;1959;"3/8";"on";"hyvä";"E2007";"punavuori";"Punavuori";"2h+kk";2;0;3;8;1;0;0;1;59;"E";0;0;0;0;1;0;0;3;1;0;0
"767";"Kallio";"2h, k, kph, par...";"kt";48,7;323000;6632;1960;"4/8";"on";"tyyd.";"";"kallio";"Kallio";"2h+k+kph+par...";2;0;4;8;1;0;1;0;58;"";0;0;0;0;0;0;1;4;1;0;0
"768";"Kallio";"2h+kk+kph";"kt";51;212000;4157;1936;"4/6";"on";"huono";"";"kallio";"Kallio";"2h+kk+kph";2;0;4;6;1;0;0;0;82;"";0;0;0;0;0;0;1;4;1;0;0
"769";"Kumpula";"1-2 h, k, kh, w...";"rt";65,5;390000;5954;1927;"2/2";"ei";"hyvä";"";"kumpula";"Kumpula";"1-2h+k+kh+w...";2;0;2;2;0;0;0;1;91;"";0;0;0;0;0;0;1;2;1;0;0
"770";"Alppiharju";"2h+kk";"kt";42;260000;6190;1961;"4/9";"on";"hyvä";"F2013";"alppiharju";"Alppiharju";"2h+kk";2;0;4;9;1;0;0;1;57;"F";0;0;0;0;0;1;0;4;1;0;0
"771";"Malminkartano";"2h, avok, s, la...";"kt";51;230000;4510;2015;"2/4";"on";"hyvä";"C2013";"malminkartano";"Kaarela";"2h+avok+s+la...";2;1;2;4;1;0;0;1;3;"C";0;0;1;0;0;0;0;2;1;0;0
"772";"Mellunmäki";"2h+k+kph+vh+par...";"kt";55,5;100000;1802;1975;"2/3";"ei";"tyyd.";"E2007";"mellunmäki";"Mellunkylä";"2h+k+kph+vh+par...";2;0;2;3;0;0;1;0;43;"E";0;0;0;0;1;0;0;2;1;0;0
"773";"Suutarila";"2h+k";"kt";59;152000;2576;1982;"2/2";"ei";"hyvä";"G2013";"suutarila";"Suutarila";"2h+k";2;0;2;2;0;0;0;1;36;"G";0;0;0;0;0;0;0;2;1;0;0
"774";"Punavuori";"2h, k, halli, k...";"kt";69,5;408000;5871;1928;"5/5";"on";"tyyd.";"F";"punavuori";"Punavuori";"2h+k+halli+k...";2;0;5;5;1;0;1;0;90;"F";0;0;0;0;0;1;0;5;1;0;0
"775";"Kuninkaantammi";"2h+kt";"kt";35;199500;5700;2019;"3/4";"on";"hyvä";"C2007";"kuninkaantammi";"Kaarela";"2h+kt";2;0;3;4;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;1;0;0
"776";"Vuosaari";"2h, avok, s, parv.";"kt";44,5;168000;3775;1994;"4/5";"on";"tyyd.";"F";"vuosaari";"Vuosaari";"2h+avok+s+parv.";2;1;4;5;1;0;1;0;24;"F";0;0;0;0;0;1;0;4;1;0;0
"777";"Pohjois-haaga";"2h+avok+kph";"kt";35;200000;5714;1955;"3/4";"ei";"hyvä";"E2007";"pohjois-haaga";"Haaga";"2h+avok+kph";2;0;3;4;0;0;0;1;63;"E";0;0;0;0;1;0;0;3;1;0;0
"778";"Vanhakaupunki";"2h, k, p";"kt";45;240000;5333;1948;"1/4";"ei";"hyvä";"";"vanhakaupunki";"Vanhakaupunki";"2h+k+p";2;0;1;4;0;0;0;1;70;"";0;0;0;0;0;0;1;1;1;0;0
"779";"Meilahti";"2h, avok, kph";"kt";46;248000;5391;1939;"1/3";"ei";"tyyd.";"G";"meilahti";"Meilahti";"2h+avok+kph";2;0;1;3;0;0;1;0;79;"G";0;0;0;0;0;0;0;1;1;0;0
"780";"Malmi";"2 h, k, kh,  p";"kt";49;146000;2980;1966;"2/3";"ei";"tyyd.";"F2013";"malmi";"Malmi";"2h+k+kh+p";2;0;2;3;0;0;1;0;52;"F";0;0;0;0;0;1;0;2;1;0;0
"781";"Mellunmäki";"2h, k, kph, p";"kt";50;125000;2500;1971;"5/5";"on";"hyvä";"D2007";"mellunmäki";"Mellunkylä";"2h+k+kph+p";2;0;5;5;1;0;0;1;47;"D";0;0;0;1;0;0;0;5;1;0;0
"782";"Hermanni";"2h+k+kph+alkovi";"kt";53;275000;5189;1958;"2/6";"on";"hyvä";"E2013";"hermanni";"Hermanni";"2h+k+kph+alkovi";2;0;2;6;1;0;0;1;60;"E";0;0;0;0;1;0;0;2;1;0;0
"783";"Lassila";"2h, k, s, p";"kt";60,5;180000;2975;1982;"4/6";"on";"tyyd.";"C2007";"lassila";"Haaga";"2h+k+s+p";2;1;4;6;1;0;1;0;36;"C";0;0;1;0;0;0;0;4;1;0;0
"784";"Punavuori";"2h, avok, kph, vh";"kt";38,8;323600;8340;1939;"3/5";"on";"hyvä";"E2014";"punavuori";"Punavuori";"2h+avok+kph+vh";2;0;3;5;1;0;0;1;79;"E";0;0;0;0;1;0;0;3;1;0;0
"785";"Viikinmäki";"2h, k, kph, sau...";"kt";60;241095;4018;2004;"2/8";"ei";"hyvä";"";"viikinmäki";"Viikki";"2h+k+kph+sau...";2;1;2;8;0;0;0;1;14;"";0;0;0;0;0;0;1;2;1;0;0
"786";"Munkkiniemi";"2h+k+halli";"kt";70,5;368000;5220;1938;"5/6";"on";"hyvä";"G2013";"munkkiniemi";"Munkkiniemi";"2h+k+halli";2;0;5;6;1;0;0;1;80;"G";0;0;0;0;0;0;0;5;1;0;0
"787";"Lassila";"2h, kk, kph, la...";"kt";33;167500;5076;1985;"3/3";"ei";"tyyd.";"D2007";"lassila";"Haaga";"2h+kk+kph+la...";2;0;3;3;0;0;1;0;33;"D";0;0;0;1;0;0;0;3;1;0;0
"788";"Etelä-haaga";"2h, kk, kph, et...";"kt";37;233000;6297;1958;"2/3";"ei";"hyvä";"D2018";"etelä-haaga";"Haaga";"2h+kk+kph+et...";2;0;2;3;0;0;0;1;60;"D";0;0;0;1;0;0;0;2;1;0;0
"789";"Meilahti";"1 huone ja tupa...";"kt";40;240000;6000;1947;"4/4";"ei";"tyyd.";"D2013";"meilahti";"Meilahti";"1huonejatupa...";1;0;4;4;0;0;1;0;71;"D";0;0;0;1;0;0;0;4;0;0;0
"790";"Etelä-haaga";"2h, k, kph, las...";"kt";52;210000;4038;1966;"2/5";"on";"tyyd.";"E2007";"etelä-haaga";"Haaga";"2h+k+kph+las...";2;0;2;5;1;0;1;0;52;"E";0;0;0;0;1;0;0;2;1;0;0
"791";"Malminkartano";"2h, k, kph, sau...";"kt";60,5;154359;2551;1984;"3/4";"on";"tyyd.";"";"malminkartano";"Kaarela";"2h+k+kph+sau...";2;1;3;4;1;0;1;0;34;"";0;0;0;0;0;0;1;3;1;0;0
"792";"Oulunkylä";"2h, k";"kt";44,5;191000;4292;1964;"2/3";"ei";"hyvä";"F";"oulunkylä";"Oulunkylä";"2h+k";2;0;2;3;0;0;0;1;54;"F";0;0;0;0;0;1;0;2;1;0;0
"793";"Etelä-haaga";"2h+k";"kt";45;244000;5422;1958;"1/3";"ei";"tyyd.";"E2013";"etelä-haaga";"Haaga";"2h+k";2;0;1;3;0;0;1;0;60;"E";0;0;0;0;1;0;0;1;1;0;0
"794";"Kontula";"2h, kk, kph, sa...";"kt";47,5;175000;3684;2004;"3/8";"ei";"hyvä";"";"kontula";"Mellunkylä";"2h+kk+kph+sa...";2;1;3;8;0;0;0;1;14;"";0;0;0;0;0;0;1;3;1;0;0
"795";"Lauttasaari";"2h, kk";"kt";50;312500;6250;1945;"3/4";"ei";"tyyd.";"G2013";"lauttasaari";"Lauttasaari";"2h+kk";2;0;3;4;0;0;1;0;73;"G";0;0;0;0;0;0;0;3;1;0;0
"796";"Pitäjänmäki";"2 h, k, p";"kt";53;240000;4528;1955;"2/3";"ei";"hyvä";"E2007";"pitäjänmäki";"Pitäjänmäki";"2h+k+p";2;0;2;3;0;0;0;1;63;"E";0;0;0;0;1;0;0;2;1;0;0
"797";"Mellunmäki";"2h, k";"kt";55;90000;1636;1970;"3/3";"ei";"huono";"E2007";"mellunmäki";"Mellunkylä";"2h+k";2;0;3;3;0;0;0;0;48;"E";0;0;0;0;1;0;0;3;1;0;0
"798";"Vuosaari";"2h, k, kph, vh,...";"kt";56;149000;2661;1965;"3/4";"on";"tyyd.";"E2007";"vuosaari";"Vuosaari";"2h+k+kph+vh+...";2;0;3;4;1;0;1;0;53;"E";0;0;0;0;1;0;0;3;1;0;0
"799";"Pihlajamäki";"2h+k+kph+p";"kt";62,5;166000;2656;1964;"2/4";"ei";"hyvä";"";"pihlajamäki";"Malmi";"2h+k+kph+p";2;0;2;4;0;0;0;1;54;"";0;0;0;0;0;0;1;2;1;0;0
"800";"Tapaninvainio";"2 h, k, kh, s, ...";"rt";63,5;238000;3748;1979;"1/1";"ei";"hyvä";"E2013";"tapaninvainio";"Tapaninkylä";"2h+k+kh+s+...";2;1;1;1;0;0;0;1;39;"E";0;0;0;0;1;0;0;1;1;0;0
"801";"Etelä-haaga";"2 h, kk, ranska...";"kt";38;175000;4605;1955;"3/3";"ei";"tyyd.";"G2013";"etelä-haaga";"Haaga";"2h+kk+ranska...";2;0;3;3;0;0;1;0;63;"G";0;0;0;0;0;0;0;3;1;0;0
"802";"Punavuori";"2h, kt, kph";"kt";39,2;343500;8763;1907;"4/4";"ei";"hyvä";"C2013";"punavuori";"Punavuori";"2h+kt+kph";2;0;4;4;0;0;0;1;111;"C";0;0;1;0;0;0;0;4;1;0;0
"803";"Etelä-haaga";"2h+kk";"kt";40;232000;5800;1956;"2/4";"ei";"tyyd.";"E2018";"etelä-haaga";"Haaga";"2h+kk";2;0;2;4;0;0;1;0;62;"E";0;0;0;0;1;0;0;2;1;0;0
"804";"Alppila";"2h+kk+kph+parv.";"kt";41;241000;5878;1962;"7/8";"on";"tyyd.";"E2013";"alppila";"Alppila";"2h+kk+kph+parv.";2;0;7;8;1;0;1;0;56;"E";0;0;0;0;1;0;0;7;1;0;0
"805";"Punavuori";"2h, avok, kph,vh,p";"kt";42;325000;7738;1962;"5/6";"on";"hyvä";"F2013";"punavuori";"Punavuori";"2h+avok+kph+vh+p";2;0;5;6;1;0;0;1;56;"F";0;0;0;0;0;1;0;5;1;0;0
"806";"Sörnäinen";"2 h, kk, kh, p";"kt";43,6;250000;5734;1961;"6/8";"on";"huono";"F2013";"sörnäinen";"Sörnäinen";"2h+kk+kh+p";2;0;6;8;1;0;0;0;57;"F";0;0;0;0;0;1;0;6;1;0;0
"807";"Puistola";"2 h, kk, s , la...";"kt";44;183000;4159;2001;"2/7";"on";"hyvä";"D2007";"puistola";"Suurmetsä";"2h+kk+s+la...";2;1;2;7;1;0;0;1;17;"D";0;0;0;1;0;0;0;2;1;0;0
"808";"Vuosaari";"2h, k, kph, las...";"kt";51;156500;3069;1965;"1/3";"ei";"hyvä";"F2007";"vuosaari";"Vuosaari";"2h+k+kph+las...";2;0;1;3;0;0;0;1;53;"F";0;0;0;0;0;1;0;1;1;0;0
"809";"Yliskylä";"2h, k, p";"kt";52,5;180000;3429;1976;"5/5";"on";"tyyd.";"F2007";"yliskylä";"Laajasalo";"2h+k+p";2;0;5;5;1;0;1;0;42;"F";0;0;0;0;0;1;0;5;1;0;0
"810";"Kallio";"2h, k, kph";"kt";52,5;290000;5524;1957;"7/7";"on";"huono";"";"kallio";"Kallio";"2h+k+kph";2;0;7;7;1;0;0;0;61;"";0;0;0;0;0;0;1;7;1;0;0
"811";"Alppila";"2h+k+kph+vh+parv.";"kt";52,5;305000;5810;1962;"8/8";"on";"tyyd.";"";"alppila";"Alppila";"2h+k+kph+vh+parv.";2;0;8;8;1;0;1;0;56;"";0;0;0;0;0;0;1;8;1;0;0
"812";"Torkkelinmäki";"2h+avok+kph";"kt";53;356000;6717;1928;"7/7";"on";"hyvä";"";"torkkelinmäki";"Kallio";"2h+avok+kph";2;0;7;7;1;0;0;1;90;"";0;0;0;0;0;0;1;7;1;0;0
"813";"Munkkiniemi";"2h, k, kph, par...";"kt";55;280000;5091;1950;"3/6";"on";"hyvä";"E2007";"munkkiniemi";"Munkkiniemi";"2h+k+kph+par...";2;0;3;6;1;0;0;1;68;"E";0;0;0;0;1;0;0;3;1;0;0
"814";"Kontula";"2 h, k, kh, par...";"kt";57;100000;1754;1965;"3/7";"on";"tyyd.";"G";"kontula";"Mellunkylä";"2h+k+kh+par...";2;0;3;7;1;0;1;0;53;"G";0;0;0;0;0;0;0;3;1;0;0
"815";"Puistola";"2h, k, kph, pih...";"kt";61,5;129000;2098;1974;"1/2";"ei";"tyyd.";"E2007";"puistola";"Suurmetsä";"2h+k+kph+pih...";2;0;1;2;0;0;1;0;44;"E";0;0;0;0;1;0;0;1;1;0;0
"816";"Sörnäinen";"2h, avok, kph, vh";"kt";35,5;249000;7014;1927;"2/7";"on";"tyyd.";"";"sörnäinen";"Sörnäinen";"2h+avok+kph+vh";2;0;2;7;1;0;1;0;91;"";0;0;0;0;0;0;1;2;1;0;0
"817";"Käpylä";"2h, kk, kph, pa...";"kt";43;222000;5163;1950;"3/4";"ei";"hyvä";"G2013";"käpylä";"Käpylä";"2h+kk+kph+pa...";2;0;3;4;0;0;0;1;68;"G";0;0;0;0;0;0;0;3;1;0;0
"818";"Vuosaari";"2h, kk, s, parveke";"kt";44;154000;3500;1994;"3/3";"on";"tyyd.";"E2007";"vuosaari";"Vuosaari";"2h+kk+s+parveke";2;1;3;3;1;0;1;0;24;"E";0;0;0;0;1;0;0;3;1;0;0
"819";"Kruununhaka";"2h, avok, alkov...";"kt";48;395000;8229;1936;"2/4";"on";"hyvä";"D2007";"kruununhaka";"Kruununhaka";"2h+avok+alkov...";2;0;2;4;1;0;0;1;82;"D";0;0;0;1;0;0;0;2;1;0;0
"820";"Pohjois-haaga";"2h + k, kph + p...";"kt";50;262000;5240;1952;"2/3";"ei";"hyvä";"F2013";"pohjois-haaga";"Haaga";"2h+k+kph+p...";2;0;2;3;0;0;0;1;66;"F";0;0;0;0;0;1;0;2;1;0;0
"821";"Ullanlinna";"2h,k,lasitettu ...";"kt";53,5;375500;7019;1973;"2/5";"ei";"tyyd.";"";"ullanlinna";"Ullanlinna";"2h+k+lasitettu...";2;0;2;5;0;0;1;0;45;"";0;0;0;0;0;0;1;2;1;0;0
"822";"Vuosaari";"2h,k,kph,s,tera...";"rt";55,3;205000;3707;1989;"1/1";"ei";"hyvä";"E2018";"vuosaari";"Vuosaari";"2h+k+kph+s+tera...";2;1;1;1;0;0;0;1;29;"E";0;0;0;0;1;0;0;1;1;0;0
"823";"Kruununhaka";"2- 3h, avok, kp...";"kt";58;494000;8517;1951;"6/6";"on";"hyvä";"E2007";"kruununhaka";"Kruununhaka";"2-3h+avok+kp...";3;0;6;6;1;0;0;1;67;"E";0;0;0;0;1;0;0;6;0;1;0
"824";"Alppila";"2h+kk+kh";"kt";42;240000;5714;1963;"7/7";"on";"hyvä";"";"alppila";"Alppila";"2h+kk+kh";2;0;7;7;1;0;0;1;55;"";0;0;0;0;0;0;1;7;1;0;0
"825";"Malmi";"2h, kk, kph, la...";"kt";43,5;130000;2989;1970;"3/3";"ei";"huono";"E";"malmi";"Malmi";"2h+kk+kph+la...";2;0;3;3;0;0;0;0;48;"E";0;0;0;0;1;0;0;3;1;0;0
"826";"Pihlajamäki";"2h, kk, kph, vh...";"kt";55;143000;2600;1963;"2/4";"ei";"hyvä";"F";"pihlajamäki";"Malmi";"2h+kk+kph+vh...";2;0;2;4;0;0;0;1;55;"F";0;0;0;0;0;1;0;2;1;0;0
"827";"Viikki";"2h, k, kph, las...";"kt";56,5;274000;4850;2015;"3/4";"on";"hyvä";"C2013";"viikki";"Viikki";"2h+k+kph+las...";2;0;3;4;1;0;0;1;3;"C";0;0;1;0;0;0;0;3;1;0;0
"828";"Haaga";"2h, k";"kt";61;178000;2918;1972;"2/3";"ei";"tyyd.";"D2007";"haaga";"Haaga";"2h+k";2;0;2;3;0;0;1;0;46;"D";0;0;0;1;0;0;0;2;1;0;0
"829";"Lauttasaari";"2h, k, s, p";"kt";64;410000;6406;2013;"4/6";"on";"hyvä";"B2013";"lauttasaari";"Lauttasaari";"2h+k+s+p";2;1;4;6;1;0;0;1;5;"B";0;1;0;0;0;0;0;4;1;0;0
"830";"Hermanni";"2h+kk+kph+parveke";"kt";44,5;272000;6112;1957;"2/4";"ei";"hyvä";"E2007";"hermanni";"Hermanni";"2h+kk+kph+parveke";2;0;2;4;0;0;0;1;61;"E";0;0;0;0;1;0;0;2;1;0;0
"831";"Etelä-haaga";"2h, kk, kph, vh...";"kt";45;235000;5222;1959;"3/3";"ei";"hyvä";"E2007";"etelä-haaga";"Haaga";"2h+kk+kph+vh...";2;0;3;3;0;0;0;1;59;"E";0;0;0;0;1;0;0;3;1;0;0
"832";"Katajanokka";"2h+kt+s";"kt";50;460000;9200;2018;"2/7";"on";"hyvä";"";"katajanokka";"Katajanokka";"2h+kt+s";2;1;2;7;1;0;0;1;0;"";0;0;0;0;0;0;1;2;1;0;0
"833";"Munkkiniemi";"2 h, kk, kph";"kt";59;315000;5339;1941;"3/6";"on";"hyvä";"E2007";"munkkiniemi";"Munkkiniemi";"2h+kk+kph";2;0;3;6;1;0;0;1;77;"E";0;0;0;0;1;0;0;3;1;0;0
"834";"Munkkiniemi";"2h,k,p";"kt";70;392000;5600;1937;"2/6";"on";"tyyd.";"E2007";"munkkiniemi";"Munkkiniemi";"2h+k+p";2;0;2;6;1;0;1;0;81;"E";0;0;0;0;1;0;0;2;1;0;0
"835";"Länsi-pasila";"2h, kt, kph, la...";"kt";35,5;245000;6901;2017;"4/5";"on";"hyvä";"C2013";"länsi-pasila";"Pasila";"2h+kt+kph+la...";2;0;4;5;1;0;0;1;1;"C";0;0;1;0;0;0;0;4;1;0;0
"836";"Punavuori";"2h+avok+s";"kt";50;469000;9380;2011;"3/7";"on";" ";"F2013";"punavuori";"Punavuori";"2h+avok+s";2;1;3;7;1;0;0;0;7;"F";0;0;0;0;0;1;0;3;1;0;0
"837";"Viikki";"2h+kk+s+lasit.p";"kt";51,5;263000;5107;2011;"2/4";"on";"hyvä";"";"viikki";"Viikki";"2h+kk+s+lasit.p";2;1;2;4;1;0;0;1;7;"";0;0;0;0;0;0;1;2;1;0;0
"838";"Paloheinä";"2h, k, kph, s, ...";"rt";57,5;218000;3791;1986;"1/1";"ei";"tyyd.";"";"paloheinä";"Tuomarinkylä";"2h+k+kph+s+...";2;1;1;1;0;0;1;0;32;"";0;0;0;0;0;0;1;1;1;0;0
"839";"Vallila";"2h, k, kph";"kt";60;245000;4083;1925;"3/4";"ei";"hyvä";"";"vallila";"Vallila";"2h+k+kph";2;0;3;4;0;0;0;1;93;"";0;0;0;0;0;0;1;3;1;0;0
"840";"Pihlajamäki";"2h, k, kph, vh,...";"kt";66;135000;2045;1963;"7/8";"on";"tyyd.";"E2007";"pihlajamäki";"Malmi";"2h+k+kph+vh+...";2;0;7;8;1;0;1;0;55;"E";0;0;0;0;1;0;0;7;1;0;0
"841";"Kontula";"2h, kk, kph";"kt";50;103000;2060;1965;"4/7";"on";"hyvä";"G2013";"kontula";"Mellunkylä";"2h+kk+kph";2;0;4;7;1;0;0;1;53;"G";0;0;0;0;0;0;0;4;1;0;0
"842";"Vallila";"2h, keittiö...";"kt";52,5;300000;5714;1953;"6/11";"on";"tyyd.";"";"vallila";"Vallila";"2h+keittiö...";2;0;6;11;1;0;1;0;65;"";0;0;0;0;0;0;1;6;1;0;0
"843";"Pohjois-haaga";"2 h, kk, kph, p...";"kt";41;224000;5463;1953;"2/3";"ei";"hyvä";"E2013";"pohjois-haaga";"Haaga";"2h+kk+kph+p...";2;0;2;3;0;0;0;1;65;"E";0;0;0;0;1;0;0;2;1;0;0
"844";"Puistola";"2h+k++kph+s+vh";"rt";50;225000;4500;1984;"1/1";"ei";"hyvä";"E2013";"puistola";"Suurmetsä";"2h+k++kph+s+vh";2;1;1;1;0;0;0;1;34;"E";0;0;0;0;1;0;0;1;1;0;0
"845";"Pasila";"2h, k, kph ja l...";"kt";58,5;250000;4274;1975;"5/5";"on";"hyvä";"E2007";"pasila";"Pasila";"2h+k+kphjal...";2;0;5;5;1;0;0;1;43;"E";0;0;0;0;1;0;0;5;1;0;0
"846";"Mellunmäki";"2h, k, kph, p";"kt";63,5;103750;1634;1968;"1/3";"ei";"hyvä";"E2007";"mellunmäki";"Mellunkylä";"2h+k+kph+p";2;0;1;3;0;0;0;1;50;"E";0;0;0;0;1;0;0;1;1;0;0
"847";"Herttoniemi";"2h, kk";"kt";40;206000;5150;1951;"1/2";"ei";"hyvä";"F";"herttoniemi";"Herttoniemi";"2h+kk";2;0;1;2;0;0;0;1;67;"F";0;0;0;0;0;1;0;1;1;0;0
"848";"Puotinharju";"2h, kk, kph";"kt";45;145000;3222;1963;"1/3";"ei";"hyvä";"G2007";"puotinharju";"Vartiokylä";"2h+kk+kph";2;0;1;3;0;0;0;1;55;"G";0;0;0;0;0;0;0;1;1;0;0
"849";"Pihlajamäki";"2h+k+kph+p";"kt";58;168000;2897;1965;"2/4";"ei";"hyvä";"";"pihlajamäki";"Malmi";"2h+k+kph+p";2;0;2;4;0;0;0;1;53;"";0;0;0;0;0;0;1;2;1;0;0
"850";"Arabianranta";"2h+k+s";"kt";62;315000;5081;2014;"1/5";"on";"hyvä";"C2007";"arabianranta";"Toukola";"2h+k+s";2;1;1;5;1;0;0;1;4;"C";0;0;1;0;0;0;0;1;1;0;0
"851";"Ullanlinna";"2h+k";"kt";68;580000;8529;1906;"4/5";"on";"hyvä";"D2007";"ullanlinna";"Ullanlinna";"2h+k";2;0;4;5;1;0;0;1;112;"D";0;0;0;1;0;0;0;4;1;0;0
"852";"Mellunmäki";"2h,kk,kph,las.p...";"kt";41,5;110000;2651;1975;"1/3";"ei";"tyyd.";"";"mellunmäki";"Mellunkylä";"2h+kk+kph+las.p...";2;0;1;3;0;0;1;0;43;"";0;0;0;0;0;0;1;1;1;0;0
"853";"Herttoniemi";"2h, k, kph, p";"kt";42;226000;5381;1948;"3/4";"on";"hyvä";"F2013";"herttoniemi";"Herttoniemi";"2h+k+kph+p";2;0;3;4;1;0;0;1;70;"F";0;0;0;0;0;1;0;3;1;0;0
"854";"Oulunkylä";"2h+k+vh+kph+parv";"kt";51;160000;3137;1964;"1/3";"ei";"tyyd.";"G2013";"oulunkylä";"Oulunkylä";"2h+k+vh+kph+parv";2;0;1;3;0;0;1;0;54;"G";0;0;0;0;0;0;0;1;1;0;0
"855";"Itäkeskus";"2h,k,kph,parveke";"kt";55;169000;3073;1985;"3/4";"ei";"hyvä";"D2007";"itäkeskus";"Vartiokylä";"2h+k+kph+parveke";2;0;3;4;0;0;0;1;33;"D";0;0;0;1;0;0;0;3;1;0;0
"856";"Etelä-haaga";"2h, kk, kph, p";"kt";42;217500;5179;1961;"2/3";"ei";"tyyd.";"E2007";"etelä-haaga";"Haaga";"2h+kk+kph+p";2;0;2;3;0;0;1;0;57;"E";0;0;0;0;1;0;0;2;1;0;0
"857";"Pihlajamäki";"2h+k+kph+las.pa...";"kt";60;177000;2950;1964;"3/4";"ei";"hyvä";"E2007";"pihlajamäki";"Malmi";"2h+k+kph+las.pa...";2;0;3;4;0;0;0;1;54;"E";0;0;0;0;1;0;0;3;1;0;0
"858";"Vuosaari";"2h, k, kph";"kt";40;143000;3575;1964;"2/3";"on";"hyvä";"";"vuosaari";"Vuosaari";"2h+k+kph";2;0;2;3;1;0;0;1;54;"";0;0;0;0;0;0;1;2;1;0;0
"859";"Myllypuro";"2h, kk, kph, vh...";"kt";60;185000;3083;1964;"8/8";"on";"hyvä";"E2007";"myllypuro";"Vartiokylä";"2h+kk+kph+vh...";2;0;8;8;1;0;0;1;54;"E";0;0;0;0;1;0;0;8;1;0;0
"860";"Töölö";"2h,k,kph,wc";"kt";78;518000;6641;1925;"3/6";"on";"hyvä";"E";"töölö";"Etu-Töölö";"2h+k+kph+wc";2;0;3;6;1;0;0;1;93;"E";0;0;0;0;1;0;0;3;1;0;0
"861";"Käpylä";"2h+kk";"kt";39;207000;5308;1946;"2/3";"ei";"tyyd.";"G2013";"käpylä";"Käpylä";"2h+kk";2;0;2;3;0;0;1;0;72;"G";0;0;0;0;0;0;0;2;1;0;0
"862";"Vesala";"2h, kk, s";"kt";39,5;130000;3291;1988;"3/3";"ei";"tyyd.";"";"vesala";"Mellunkylä";"2h+kk+s";2;1;3;3;0;0;1;0;30;"";0;0;0;0;0;0;1;3;1;0;0
"863";"Roihuvuori";"2h, k, kph";"kt";43;175000;4070;1957;"3/3";"ei";"hyvä";"F2013";"roihuvuori";"Herttoniemi";"2h+k+kph";2;0;3;3;0;0;0;1;61;"F";0;0;0;0;0;1;0;3;1;0;0
"864";"Oulunkylä";"2h, kk, kph/wc";"kt";44,5;165000;3708;1968;"1/3";"ei";"hyvä";"F2013";"oulunkylä";"Oulunkylä";"2h+kk+kph/wc";2;0;1;3;0;0;0;1;50;"F";0;0;0;0;0;1;0;1;1;0;0
"865";"Herttoniemi";"2h, k, kph, las...";"kt";46;249000;5413;1952;"4/4";"ei";"hyvä";"";"herttoniemi";"Herttoniemi";"2h+k+kph+las...";2;0;4;4;0;0;0;1;66;"";0;0;0;0;0;0;1;4;1;0;0
"866";"Punavuori";"2h, avok, kph";"kt";50,5;347000;6871;1908;"2/5";"on";"hyvä";"G2007";"punavuori";"Punavuori";"2h+avok+kph";2;0;2;5;1;0;0;1;110;"G";0;0;0;0;0;0;0;2;1;0;0
"867";"Ullanlinna";"2h,k";"kt";51;330000;6471;1935;"2/5";"ei";"tyyd.";"";"ullanlinna";"Ullanlinna";"2h+k";2;0;2;5;0;0;1;0;83;"";0;0;0;0;0;0;1;2;1;0;0
"868";"Pihlajamäki";"2h, k, kph, par...";"kt";60;155000;2583;1964;"2/4";"ei";"tyyd.";"E2007";"pihlajamäki";"Malmi";"2h+k+kph+par...";2;0;2;4;0;0;1;0;54;"E";0;0;0;0;1;0;0;2;1;0;0
"869";"Käpylä";"2-3h, k";"rt";90;350000;3889;1923;"1/2";"ei";"huono";"";"käpylä";"Käpylä";"2-3h+k";3;0;1;2;0;0;0;0;95;"";0;0;0;0;0;0;1;1;0;1;0
"870";"Meilahti";"2h + kk";"kt";39,5;248000;6278;1946;"3/8";"on";"hyvä";"D";"meilahti";"Meilahti";"2h+kk";2;0;3;8;1;0;0;1;72;"D";0;0;0;1;0;0;0;3;1;0;0
"871";"Laajasalo";"2h+k+kh+vh+p";"kt";48,5;175000;3608;1974;"3/3";"ei";"tyyd.";"E2007";"laajasalo";"Laajasalo";"2h+k+kh+vh+p";2;0;3;3;0;0;1;0;44;"E";0;0;0;0;1;0;0;3;1;0;0
"872";"Puotila";"2h,k,wc,vh";"kt";51,5;146000;2835;1962;"2/4";"ei";"tyyd.";"E2007";"puotila";"Vartiokylä";"2h+k+wc+vh";2;0;2;4;0;0;1;0;56;"E";0;0;0;0;1;0;0;2;1;0;0
"873";"Myllypuro";"2h, k, kph, vh,...";"kt";52;178000;3423;1966;"7/7";"on";"hyvä";"E";"myllypuro";"Vartiokylä";"2h+k+kph+vh+...";2;0;7;7;1;0;0;1;52;"E";0;0;0;0;1;0;0;7;1;0;0
