"";"NeighborhoodRaw";"ApartmentTypeRaw";"HouseType";"SquareMeters";"Price";"PricePerSquareMeters";"YearBuilt";"FloorRaw";"ElevatorRaw";"ConditionRaw";"EnergyClassificationRaw";"NeighborhoodKeys";"NeighborhoodFinalized";"ApartmentTypeUniformized";"NumberOfRooms";"SaunaDummy";"ownFloor";"maxFloor";"ElevatorDummy";"ConditionUnrecordedDummy";"ConditionAdequateDummy";"ConditionGoodDummy";"AgeOfTheBuilding";"EnergyClassificationLetterClass";"EnergyClassificationADummy";"EnergyClassificationBDummy";"EnergyClassificationCDummy";"EnergyClassificationDDummy";"EnergyClassificationEDummy";"EnergyClassificationFDummy";"EnergyClassificationUnrecordedDummy";"ownFloor.fixed";"TwoRoomsDummy";"ThreeRoomsDummy";"FourRoomsOrMoreDummy"
"2485";"Lauttasaari";"3h, k, s, p";"kt";74;540200;7300;2017;"2/6";"on";"hyvä";"C";"lauttasaari";"Lauttasaari";"3h+k+s+p";3;1;2;6;1;0;0;1;1;"C";0;0;1;0;0;0;0;2;0;1;0
"2486";"Kamppi";"3h+k+kph+halli";"kt";80;505000;6313;1924;"1/5";"on";"hyvä";"D2007";"kamppi";"Kamppi";"3h+k+kph+halli";3;0;1;5;1;0;0;1;94;"D";0;0;0;1;0;0;0;1;0;1;0
"2487";"Etu-töölö";"3h, k ";"kt";81,5;496000;6086;1925;"4/6";"ei";"tyyd.";"";"etu-töölö";"Etu-Töölö";"3h+k";3;0;4;6;0;0;1;0;93;"";0;0;0;0;0;0;1;4;0;1;0
"2489";"Jätkäsaari";"3 h, k, kh-s, k...";"kt";106;770000;7264;1995;"6/6";"on";"hyvä";"D2007";"jätkäsaari";"Länsisatama";"3h+k+kh-s+k...";3;0;6;6;1;0;0;1;23;"D";0;0;0;1;0;0;0;6;0;1;0
"2490";"Malminkartano";"3h, kk, ruokail...";"kt";61,5;215000;3496;2008;"2/4";"on";"hyvä";"";"malminkartano";"Kaarela";"3h+kk+ruokail...";3;0;2;4;1;0;0;1;10;"";0;0;0;0;0;0;1;2;0;1;0
"2491";"Niemenmäki";"3h, k, kph + la...";"kt";63;252000;4000;1962;"3/8";"on";"hyvä";"E2007";"niemenmäki";"Munkkiniemi";"3h+k+kph+la...";3;0;3;8;1;0;0;1;56;"E";0;0;0;0;1;0;0;3;0;1;0
"2492";"Yliskylä";"3h, k, kph, las...";"kt";67,5;212000;3141;1975;"2/3";"ei";"hyvä";"F";"yliskylä";"Laajasalo";"3h+k+kph+las...";3;0;2;3;0;0;0;1;43;"F";0;0;0;0;0;1;0;2;0;1;0
"2493";"Aurinkolahti";"3h+k+kph/s+las....";"kt";70,5;344000;4879;2011;"5/6";"ei";"hyvä";"";"aurinkolahti";"Vuosaari";"3h+k+kph/s+las....";3;0;5;6;0;0;0;1;7;"";0;0;0;0;0;0;1;5;0;1;0
"2494";"Puotila";"3h+k+kh+parv.";"kt";74;170000;2297;1960;"2/3";"ei";"tyyd.";"";"puotila";"Vartiokylä";"3h+k+kh+parv.";3;0;2;3;0;0;1;0;58;"";0;0;0;0;0;0;1;2;0;1;0
"2495";"Puistola";"3h, k";"kt";74,5;161000;2161;1974;"2/2";"ei";"hyvä";"E";"puistola";"Suurmetsä";"3h+k";3;0;2;2;0;0;0;1;44;"E";0;0;0;0;1;0;0;2;0;1;0
"2496";"Oulunkylä";"3h, k, s, khh, ...";"rt";80;279500;3494;1985;"1/2";"ei";"tyyd.";"D2007";"oulunkylä";"Oulunkylä";"3h+k+s+khh+...";3;1;1;2;0;0;1;0;33;"D";0;0;0;1;0;0;0;1;0;1;0
"2497";"Hermanni";"3h+k+sauna/kph+...";"kt";84;485000;5774;2009;"3/4";"on";"hyvä";"C2013";"hermanni";"Hermanni";"3h+k+sauna/kph+...";3;1;3;4;1;0;0;1;9;"C";0;0;1;0;0;0;0;3;0;1;0
"2498";"Taka-töölö";"3h, k, kph, eri...";"kt";60;429150;7153;1936;"5/6";"on";"hyvä";"G";"taka-töölö";"Taka-Töölö";"3h+k+kph+eri...";3;0;5;6;1;0;0;1;82;"G";0;0;0;0;0;0;0;5;0;1;0
"2499";"Hietalahti";"3h, k";"kt";69;461000;6681;1926;"4/5";"on";"hyvä";"";"hietalahti";"Kamppi";"3h+k";3;0;4;5;1;0;0;1;92;"";0;0;0;0;0;0;1;4;0;1;0
"2500";"Koskela";"3h+k+kph+wc+vh+...";"kt";74,5;185000;2483;1972;"2/5";"ei";"hyvä";"F2013";"koskela";"Koskela";"3h+k+kph+wc+vh+...";3;0;2;5;0;0;0;1;46;"F";0;0;0;0;0;1;0;2;0;1;0
"2501";"Puotinharju";"3h+k+kph+parveke";"kt";67,5;137000;2030;1962;"6/7";"on";"tyyd.";"E2007";"puotinharju";"Vartiokylä";"3h+k+kph+parveke";3;0;6;7;1;0;1;0;56;"E";0;0;0;0;1;0;0;6;0;1;0
"2502";"Malminkartano";"3h, k, erill.wc...";"kt";73;182000;2493;1989;"1/3";"ei";"tyyd.";"";"malminkartano";"Kaarela";"3h+k+erill.wc...";3;0;1;3;0;0;1;0;29;"";0;0;0;0;0;0;1;1;0;1;0
"2503";"Myllypuro";"3h, k, vh, kph,...";"kt";65;149000;2292;1965;"3/4";"ei";"hyvä";"";"myllypuro";"Vartiokylä";"3h+k+vh+kph+...";3;0;3;4;0;0;0;1;53;"";0;0;0;0;0;0;1;3;0;1;0
"2504";"Maunula";"3h,k";"kt";73,5;249000;3388;1962;"2/4";"ei";"tyyd.";"";"maunula";"Oulunkylä";"3h+k";3;0;2;4;0;0;1;0;56;"";0;0;0;0;0;0;1;2;0;1;0
"2505";"Ullanlinna";"3h,k,parveke";"kt";74,5;490000;6577;1973;"3/5";"ei";"tyyd.";"";"ullanlinna";"Ullanlinna";"3h+k+parveke";3;0;3;5;0;0;1;0;45;"";0;0;0;0;0;0;1;3;0;1;0
"2506";"Kamppi";"3h+k+kph+wc+kel...";"rt";55;545001;9909;1883;"1/3";"ei";"hyvä";"";"kamppi";"Kamppi";"3h+k+kph+wc+kel...";3;0;1;3;0;0;0;1;135;"";0;0;0;0;0;0;1;1;0;1;0
"2507";"Ullanlinna";"3h, k, kph, vh,...";"kt";75,3;595000;7902;1961;"5/7";"on";"hyvä";"F2014";"ullanlinna";"Ullanlinna";"3h+k+kph+vh+...";3;0;5;7;1;0;0;1;57;"F";0;0;0;0;0;1;0;5;0;1;0
"2509";"Lauttasaari";"3h, vh, k, kph, p";"kt";63,5;381320;6005;1962;"2/4";"on";"tyyd.";"F";"lauttasaari";"Lauttasaari";"3h+vh+k+kph+p";3;0;2;4;1;0;1;0;56;"F";0;0;0;0;0;1;0;2;0;1;0
"2510";"Vuosaari";"3h+k+parveke";"kt";68,7;208000;3028;1964;"2/5";"on";"hyvä";"";"vuosaari";"Vuosaari";"3h+k+parveke";3;0;2;5;1;0;0;1;54;"";0;0;0;0;0;0;1;2;0;1;0
"2512";"Pitäjänmäki";"3h, k, kph, las...";"kt";74;340000;4595;2001;"4/5";"on";"hyvä";"E2014";"pitäjänmäki";"Pitäjänmäki";"3h+k+kph+las...";3;0;4;5;1;0;0;1;17;"E";0;0;0;0;1;0;0;4;0;1;0
"2513";"Herttoniemi";"3h+kt+s";"kt";74;364600;4927;2019;"6/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt+s";3;1;6;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;6;0;1;0
"2514";"Munkkivuori";"3h, k, kh,  par...";"kt";76;335000;4408;1956;"8/8";"on";"tyyd.";"E2007";"munkkivuori";"Munkkiniemi";"3h+k+kh+par...";3;0;8;8;1;0;1;0;62;"E";0;0;0;0;1;0;0;8;0;1;0
"2515";"Etelä-haaga";"3h, k, kph, vh,...";"kt";66;339000;5136;1958;"2/4";"ei";"tyyd.";"";"etelä-haaga";"Haaga";"3h+k+kph+vh+...";3;0;2;4;0;0;1;0;60;"";0;0;0;0;0;0;1;2;0;1;0
"2516";"Herttoniemi";"3h+kt";"kt";73;366510;5021;2019;"7/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt";3;0;7;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;7;0;1;0
"2517";"Oulunkylä";"3h, k, s, erill...";"rt";87;285000;3276;1968;"1/1";"ei";"tyyd.";"";"oulunkylä";"Oulunkylä";"3h+k+s+erill...";3;1;1;1;0;0;1;0;50;"";0;0;0;0;0;0;1;1;0;1;0
"2518";"Lauttasaari";"3h+k+s";"kt";92,5;548000;5924;2002;"6/8";"on";"hyvä";"";"lauttasaari";"Lauttasaari";"3h+k+s";3;1;6;8;1;0;0;1;16;"";0;0;0;0;0;0;1;6;0;1;0
"2519";"Munkkiniemi";"3h, k, p";"kt";77;478000;6208;1954;"3/5";"on";"hyvä";"";"munkkiniemi";"Munkkiniemi";"3h+k+p";3;0;3;5;1;0;0;1;64;"";0;0;0;0;0;0;1;3;0;1;0
"2520";"Oulunkylä";"3h, avokeitti...";"rt";78;290000;3718;1955;"1/2";"ei";"hyvä";"";"oulunkylä";"Oulunkylä";"3h+avokeitti...";3;0;1;2;0;0;0;1;63;"";0;0;0;0;0;0;1;1;0;1;0
"2521";"Lauttasaari";"3-4 h, k, 2p";"kt";94,5;415000;4392;1973;"6/6";"on";"tyyd.";"";"lauttasaari";"Lauttasaari";"3-4h+k+2p";4;0;6;6;1;0;1;0;45;"";0;0;0;0;0;0;1;6;0;0;1
"2522";"Ullanlinna";"3h, avok, kph, wc";"kt";74;592200;8003;1907;"4/4";"ei";"hyvä";"F2013";"ullanlinna";"Ullanlinna";"3h+avok+kph+wc";3;0;4;4;0;0;0;1;111;"F";0;0;0;0;0;1;0;4;0;1;0
"2523";"Puistola";"3h+k";"kt";75;140000;1867;1975;"2/2";"ei";" ";"E";"puistola";"Suurmetsä";"3h+k";3;0;2;2;0;0;0;0;43;"E";0;0;0;0;1;0;0;2;0;1;0
"2524";"Pasila";"3h+kt";"kt";53;242327;4572;2019;"2/8";"on";"hyvä";"C";"pasila";"Pasila";"3h+kt";3;0;2;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;2;0;1;0
"2525";"Vesala";"3h+k";"kt";68;145000;2132;1986;"2/3";"ei";"tyyd.";"";"vesala";"Mellunkylä";"3h+k";3;0;2;3;0;0;1;0;32;"";0;0;0;0;0;0;1;2;0;1;0
"2526";"Kannelmäki";"3h, k, vh, p";"kt";76;184000;2421;1983;"4/6";"on";"tyyd.";"D2007";"kannelmäki";"Kaarela";"3h+k+vh+p";3;0;4;6;1;0;1;0;35;"D";0;0;0;1;0;0;0;4;0;1;0
"2527";"Oulunkylä";"3h+kk";"kt";54;250000;4630;1956;"1/4";"ei";"hyvä";"F";"oulunkylä";"Oulunkylä";"3h+kk";3;0;1;4;0;0;0;1;62;"F";0;0;0;0;0;1;0;1;0;1;0
"2528";"Itäkeskus";"3h, k, kph, iso...";"kt";65;203000;3123;1979;"3/4";"ei";"hyvä";"";"itäkeskus";"Vartiokylä";"3h+k+kph+iso...";3;0;3;4;0;0;0;1;39;"";0;0;0;0;0;0;1;3;0;1;0
"2529";"Länsi-pasila";"3h+k+s";"kt";80;410000;5125;2008;"5/7";"on";"hyvä";"C2007";"länsi-pasila";"Pasila";"3h+k+s";3;1;5;7;1;0;0;1;10;"C";0;0;1;0;0;0;0;5;0;1;0
"2530";"Hakaniemi";"3h, avokeitti...";"kt";59,5;401000;6739;1985;"5/8";"on";"hyvä";"E2013";"hakaniemi";"Kallio";"3h+avokeitti...";3;0;5;8;1;0;0;1;33;"E";0;0;0;0;1;0;0;5;0;1;0
"2531";"Pihlajisto";"3h, k, kh, wc, p";"kt";72,5;160000;2207;1975;"2/7";"on";"tyyd.";"D2007";"pihlajisto";"Malmi";"3h+k+kh+wc+p";3;0;2;7;1;0;1;0;43;"D";0;0;0;1;0;0;0;2;0;1;0
"2532";"Kannelmäki";"3h, k, p";"kt";74,5;210000;2819;1978;"3/4";"on";"hyvä";"D2007";"kannelmäki";"Kaarela";"3h+k+p";3;0;3;4;1;0;0;1;40;"D";0;0;0;1;0;0;0;3;0;1;0
"2533";"Aurinkolahti";"3 h, k, s, eril...";"kt";88;430000;4886;2013;"5/6";"on";"hyvä";"A2007";"aurinkolahti";"Vuosaari";"3h+k+s+eril...";3;1;5;6;1;0;0;1;5;"A";1;0;0;0;0;0;0;5;0;1;0
"2534";"Pihlajamäki";"3-4h+k";"kt";67,5;183000;2711;1962;"1/4";"ei";"hyvä";"E2007";"pihlajamäki";"Malmi";"3-4h+k";4;0;1;4;0;0;0;1;56;"E";0;0;0;0;1;0;0;1;0;0;1
"2535";"Munkkiniemi";"2-3h, rt, avok,...";"kt";69,5;400000;5755;1957;"3/3";"on";"hyvä";"F";"munkkiniemi";"Munkkiniemi";"2-3h+rt+avok+...";3;0;3;3;1;0;0;1;61;"F";0;0;0;0;0;1;0;3;0;1;0
"2536";"Oulunkylä";"3 h, k, kph, wc...";"rt";71,5;305000;4266;1989;"2/2";"ei";"hyvä";"E2007";"oulunkylä";"Oulunkylä";"3h+k+kph+wc...";3;0;2;2;0;0;0;1;29;"E";0;0;0;0;1;0;0;2;0;1;0
"2537";"Herttoniemi";"3h+kt";"kt";57;309520;5430;2019;"5/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt";3;0;5;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;5;0;1;0
"2538";"Tapaninvainio";"3h, k";"rt";69;272000;3942;1983;"1/1";"ei";"hyvä";"";"tapaninvainio";"Tapaninkylä";"3h+k";3;0;1;1;0;0;0;1;35;"";0;0;0;0;0;0;1;1;0;1;0
"2539";"Puistola";"3h, k, s";"rt";74,5;227000;3047;1980;"1/1";"ei";"hyvä";"F2007";"puistola";"Suurmetsä";"3h+k+s";3;1;1;1;0;0;0;1;38;"F";0;0;0;0;0;1;0;1;0;1;0
"2540";"Kruununhaka";"3-4h+avok+kph/w...";"kt";97;545000;5619;1911;"2/2";"ei";"tyyd.";"F2013";"kruununhaka";"Kruununhaka";"3-4h+avok+kph/w...";4;0;2;2;0;0;1;0;107;"F";0;0;0;0;0;1;0;2;0;0;1
"2541";"Pasila";"3h+kt";"kt";53;265770;5015;2019;"3/8";"on";"hyvä";"C";"pasila";"Pasila";"3h+kt";3;0;3;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;0;1;0
"2542";"Alppila";"3h, k, kph, p";"kt";63,5;293000;4614;1961;"2/4";"on";"tyyd.";"F2013";"alppila";"Alppila";"3h+k+kph+p";3;0;2;4;1;0;1;0;57;"F";0;0;0;0;0;1;0;2;0;1;0
"2543";"Munkkivuori";"3h, k, p";"kt";67;295000;4403;1958;"2/4";"ei";"tyyd.";"G";"munkkivuori";"Munkkiniemi";"3h+k+p";3;0;2;4;0;0;1;0;60;"G";0;0;0;0;0;0;0;2;0;1;0
"2544";"Kannelmäki";"3h,k, ranskalai...";"kt";69;215000;3116;1959;"1/3";"ei";"tyyd.";"D2007";"kannelmäki";"Kaarela";"3h+k+ranskalai...";3;0;1;3;0;0;1;0;59;"D";0;0;0;1;0;0;0;1;0;1;0
"2545";"Roihuvuori";"3h, k, kph, vh,...";"kt";71;240000;3380;1959;"4/4";"ei";"hyvä";"F2013";"roihuvuori";"Herttoniemi";"3h+k+kph+vh+...";3;0;4;4;0;0;0;1;59;"F";0;0;0;0;0;1;0;4;0;1;0
"2546";"Veräjämäki";"3h, avok, erill...";"kt";73;270000;3699;1979;"2/3";"ei";"tyyd.";"E2013";"veräjämäki";"Oulunkylä";"3h+avok+erill...";3;0;2;3;0;0;1;0;39;"E";0;0;0;0;1;0;0;2;0;1;0
"2547";"Herttoniemi";"3h+kt+s";"kt";74;355110;4799;2019;"5/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt+s";3;1;5;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;5;0;1;0
"2548";"Vuosaari";"3h+k";"kt";75;168750;2250;1991;"2/3";"ei";"tyyd.";"E2007";"vuosaari";"Vuosaari";"3h+k";3;0;2;3;0;0;1;0;27;"E";0;0;0;0;1;0;0;2;0;1;0
"2549";"Pikku-huopalahti";"3h, k, s";"kt";76,5;340000;4444;1991;"3/3";"ei";"hyvä";"D2007";"pikku-huopalahti";"Ruskeasuo";"3h+k+s";3;1;3;3;0;0;0;1;27;"D";0;0;0;1;0;0;0;3;0;1;0
"2550";"Vuosaari";"3h, k, s";"kt";78;190000;2436;1995;"2/6";"on";"hyvä";"F";"vuosaari";"Vuosaari";"3h+k+s";3;1;2;6;1;0;0;1;23;"F";0;0;0;0;0;1;0;2;0;1;0
"2551";"Lauttasaari";"3 h, avok, kph,...";"kt";84,5;519000;6142;2001;"1/5";"on";"hyvä";"F2013";"lauttasaari";"Lauttasaari";"3h+avok+kph+...";3;0;1;5;1;0;0;1;17;"F";0;0;0;0;0;1;0;1;0;1;0
"2552";"Pukinmäki";"3h+k+kph+wc+s+p...";"rt";85;237000;2788;1981;"-1/2";"ei";"tyyd.";"B";"pukinmäki";"Pukinmäki";"3h+k+kph+wc+s+p...";3;1;-1;2;0;0;1;0;37;"B";0;1;0;0;0;0;0;2;0;1;0
"2553";"Lauttasaari";"3 h, k, kh, wc, p";"kt";85;425000;5000;1950;"4/5";"on";"tyyd.";"B2007";"lauttasaari";"Lauttasaari";"3h+k+kh+wc+p";3;0;4;5;1;0;1;0;68;"B";0;1;0;0;0;0;0;4;0;1;0
"2554";"Pasila";"3h+kt";"kt";54;270000;5000;2019;"3/8";"on";"hyvä";"C";"pasila";"Pasila";"3h+kt";3;0;3;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;0;1;0
"2555";"Etelä-haaga";"2-3h, k, kph, p...";"kt";58;336000;5793;1958;"2/3";"ei";"hyvä";"G2007";"etelä-haaga";"Haaga";"2-3h+k+kph+p...";3;0;2;3;0;0;0;1;60;"G";0;0;0;0;0;0;0;2;0;1;0
"2556";"Aurinkolahti";"3 huonetta, kei...";"kt";81;415000;5123;2013;"5/5";"ei";"hyvä";"A";"aurinkolahti";"Vuosaari";"3huonetta+kei...";3;0;5;5;0;0;0;1;5;"A";1;0;0;0;0;0;0;5;0;1;0
"2557";"Käpylä";"3h, k";"kt";92;400000;4348;1924;"3/4";"ei";"hyvä";"";"käpylä";"Käpylä";"3h+k";3;0;3;4;0;0;0;1;94;"";0;0;0;0;0;0;1;3;0;1;0
"2558";"Vuosaari";"3h, k, kph, las...";"kt";63;187000;2968;1966;"2/3";"ei";"hyvä";"E2007";"vuosaari";"Vuosaari";"3h+k+kph+las...";3;0;2;3;0;0;0;1;52;"E";0;0;0;0;1;0;0;2;0;1;0
"2559";"Punavuori";"3h, avok, kph, ...";"kt";76;684000;9000;1931;"7/7";"on";"hyvä";"";"punavuori";"Punavuori";"3h+avok+kph+...";3;0;7;7;1;0;0;1;87;"";0;0;0;0;0;0;1;7;0;1;0
"2560";"Alppila";"3h, k, parveke";"kt";67,5;395000;5852;2001;"5/7";"on";"hyvä";"";"alppila";"Alppila";"3h+k+parveke";3;0;5;7;1;0;0;1;17;"";0;0;0;0;0;0;1;5;0;1;0
"2561";"Hakaniemi";"3h, k, kph, las...";"kt";69;395000;5725;1985;"6/14";"on";"hyvä";"D2007";"hakaniemi";"Kallio";"3h+k+kph+las...";3;0;6;14;1;0;0;1;33;"D";0;0;0;1;0;0;0;6;0;1;0
"2562";"Viikki";"3 huonetta, kk,...";"kt";69,5;297000;4273;2004;"2/6";"on";"hyvä";"D2013";"viikki";"Viikki";"3huonetta+kk+...";3;0;2;6;1;0;0;1;14;"D";0;0;0;1;0;0;0;2;0;1;0
"2563";"Herttoniemi";"3h,k,s";"kt";80;398000;4975;2007;"6/7";"on";"hyvä";"E";"herttoniemi";"Herttoniemi";"3h+k+s";3;1;6;7;1;0;0;1;11;"E";0;0;0;0;1;0;0;6;0;1;0
"2564";"Aurinkolahti";"3h+k+s+kph+eril...";"kt";80;415940;5199;2004;"5/5";"on";"tyyd.";"F";"aurinkolahti";"Vuosaari";"3h+k+s+kph+eril...";3;1;5;5;1;0;1;0;14;"F";0;0;0;0;0;1;0;5;0;1;0
"2565";"Lauttasaari";"3h, k, kph, par...";"kt";60;360550;6009;1960;"5/5";"on";"hyvä";"G";"lauttasaari";"Lauttasaari";"3h+k+kph+par...";3;0;5;5;1;0;0;1;58;"G";0;0;0;0;0;0;0;5;0;1;0
"2566";"Meilahti";"3h, kk, kph, vh, p";"kt";64,5;397500;6163;1949;"5/8";"on";"hyvä";"D2007";"meilahti";"Meilahti";"3h+kk+kph+vh+p";3;0;5;8;1;0;0;1;69;"D";0;0;0;1;0;0;0;5;0;1;0
"2567";"Roihuvuori";"3h, kt";"kt";65,5;286900;4380;2017;"6/6";"on";"hyvä";"C";"roihuvuori";"Herttoniemi";"3h+kt";3;0;6;6;1;0;0;1;1;"C";0;0;1;0;0;0;0;6;0;1;0
"2568";"Kuninkaantammi";"3h+kt+s";"kt";70;299500;4279;2019;"4/4";"on";"hyvä";"C2007";"kuninkaantammi";"Kaarela";"3h+kt+s";3;1;4;4;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;0;1;0
"2569";"Vallila";"3h, k, ikk.kh,v...";"kt";70;320000;4571;1963;"1/3";"ei";"hyvä";"E2007";"vallila";"Vallila";"3h+k+ikk.kh+v...";3;0;1;3;0;0;0;1;55;"E";0;0;0;0;1;0;0;1;0;1;0
"2570";"Kontula";"3h, k, lasitett...";"kt";75;135000;1800;1967;"8/8";"on";"hyvä";"G2013";"kontula";"Mellunkylä";"3h+k+lasitett...";3;0;8;8;1;0;0;1;51;"G";0;0;0;0;0;0;0;8;0;1;0
"2571";"Mellunmäki";"3h,k,s";"kt";76;190000;2500;1978;"4/5";"on";"hyvä";"E2007";"mellunmäki";"Mellunkylä";"3h+k+s";3;1;4;5;1;0;0;1;40;"E";0;0;0;0;1;0;0;4;0;1;0
"2572";"Taka-töölö";"3 h, ruokasali,...";"kt";93;615000;6613;1939;"3/3";"ei";"hyvä";"E2007";"taka-töölö";"Taka-Töölö";"3h+ruokasali+...";3;0;3;3;0;0;0;1;79;"E";0;0;0;0;1;0;0;3;0;1;0
"2573";"Eira";"3h, k, halli, k...";"kt";96;1060000;11042;1912;"2/3";"ei";"hyvä";"F";"eira";"Eira";"3h+k+halli+k...";3;0;2;3;0;0;0;1;106;"F";0;0;0;0;0;1;0;2;0;1;0
"2574";"Pasila";"3h+kt";"kt";53;305340;5761;2019;"8/8";"on";"hyvä";"C";"pasila";"Pasila";"3h+kt";3;0;8;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;8;0;1;0
"2575";"Puotila";"3h, k, kph";"kt";60;200000;3333;1961;"2/3";"ei";"hyvä";"";"puotila";"Vartiokylä";"3h+k+kph";3;0;2;3;0;0;0;1;57;"";0;0;0;0;0;0;1;2;0;1;0
"2576";"Tapaninvainio";"3h, k, kph, khh...";"kt";66;239000;3621;2017;"1/6";"on";"hyvä";"C2017";"tapaninvainio";"Tapaninkylä";"3h+k+kph+khh...";3;0;1;6;1;0;0;1;1;"C";0;0;1;0;0;0;0;1;0;1;0
"2577";"Kuninkaantammi";"3h+kt+s";"kt";70;309000;4414;2019;"4/4";"on";"hyvä";"C2007";"kuninkaantammi";"Kaarela";"3h+kt+s";3;1;4;4;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;0;1;0
"2578";"Kaarela";"3-4h, k, kph/wc...";"rt";116;305000;2629;1972;"-1/1";"ei";"tyyd.";"";"kaarela";"Kaarela";"3-4h+k+kph/wc...";4;0;-1;1;0;0;1;0;46;"";0;0;0;0;0;0;1;1;0;0;1
"2579";"Pasila";"3h+kt";"kt";54;261480;4842;2019;"2/8";"on";"hyvä";"C";"pasila";"Pasila";"3h+kt";3;0;2;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;2;0;1;0
"2580";"Lassila";"3h, kk, kph, piha";"kt";58,5;240000;4103;1983;"1/2";"ei";"hyvä";"";"lassila";"Haaga";"3h+kk+kph+piha";3;0;1;2;0;0;0;1;35;"";0;0;0;0;0;0;1;1;0;1;0
"2581";"Katajanokka";"3h";"kt";63;550000;8730;1885;"5/6";"on";"hyvä";"G";"katajanokka";"Katajanokka";"3h";3;0;5;6;1;0;0;1;133;"G";0;0;0;0;0;0;0;5;0;1;0
"2582";"Herttoniemi";"3h+kt+s";"kt";74;343710;4645;2019;"4/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt+s";3;1;4;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;0;1;0
"2583";"Puistola";"3h, avok, wc, s...";"rt";76;305000;4013;2003;"-1/2";"ei";"hyvä";"D2007";"puistola";"Suurmetsä";"3h+avok+wc+s...";3;1;-1;2;0;0;0;1;15;"D";0;0;0;1;0;0;0;2;0;1;0
"2584";"Viikki";"3-4h, k, kph/s,...";"kt";96,5;313000;3244;2006;"3/6";"on";"hyvä";"";"viikki";"Viikki";"3-4h+k+kph/s+...";4;0;3;6;1;0;0;1;12;"";0;0;0;0;0;0;1;3;0;0;1
"2585";"Malmi";"3h, k, kph, las...";"kt";72;175000;2431;1984;"3/3";"ei";"tyyd.";"F";"malmi";"Malmi";"3h+k+kph+las...";3;0;3;3;0;0;1;0;34;"F";0;0;0;0;0;1;0;3;0;1;0
"2586";"Maunula";"3h+k+kph+vh";"kt";74;222500;3007;1972;"2/4";"on";"hyvä";"E";"maunula";"Oulunkylä";"3h+k+kph+vh";3;0;2;4;1;0;0;1;46;"E";0;0;0;0;1;0;0;2;0;1;0
"2587";"Herttoniemi";"3h+kt+s";"kt";74;334230;4517;2019;"3/7";"on";"hyvä";"C";"herttoniemi";"Herttoniemi";"3h+kt+s";3;1;3;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;0;1;0
"2588";"Meilahti";"3h, k, et, kph,...";"kt";90;473880;5265;1939;"1/3";"ei";"tyyd.";"";"meilahti";"Meilahti";"3h+k+et+kph+...";3;0;1;3;0;0;1;0;79;"";0;0;0;0;0;0;1;1;0;1;0
"2589";"Taka-töölö";"3h, k";"kt";60;443000;7383;1934;"2/6";"on";"hyvä";"D2007";"taka-töölö";"Taka-Töölö";"3h+k";3;0;2;6;1;0;0;1;84;"D";0;0;0;1;0;0;0;2;0;1;0
"2590";"Käpylä";"2-3h, k, kph, p...";"kt";63;258000;4095;1952;"1/3";"ei";"huono";"F2013";"käpylä";"Käpylä";"2-3h+k+kph+p...";3;0;1;3;0;0;0;0;66;"F";0;0;0;0;0;1;0;1;0;1;0
"2591";"Punavuori";"3h, k ja lasite...";"kt";69,5;395000;5683;1977;"1/6";"on";"tyyd.";"F2013";"punavuori";"Punavuori";"3h+kjalasite...";3;0;1;6;1;0;1;0;41;"F";0;0;0;0;0;1;0;1;0;1;0
"2592";"Aurinkolahti";"3h,kt,s";"kt";71;365000;5141;2017;"5/7";"on";"hyvä";"C";"aurinkolahti";"Vuosaari";"3h+kt+s";3;1;5;7;1;0;0;1;1;"C";0;0;1;0;0;0;0;5;0;1;0
"2593";"Lauttasaari";"3 h, avok, kph,...";"kt";72;363000;5042;1974;"3/5";"on";"hyvä";"";"lauttasaari";"Lauttasaari";"3h+avok+kph+...";3;0;3;5;1;0;0;1;44;"";0;0;0;0;0;0;1;3;0;1;0
"2594";"Malminkartano";"3h+avok.+kph-s+...";"kt";74,5;205000;2752;1988;"2/3";"ei";"hyvä";"";"malminkartano";"Kaarela";"3h+avok.+kph-s+...";3;0;2;3;0;0;0;1;30;"";0;0;0;0;0;0;1;2;0;1;0
